Employee_ID,Employee_Name,Gender,Date_of_Birth,Location,Department,Cost_Center,Job_Title,Grade,Employment_Type,Work_Mode,Hire_Date,Exit_Date,Employment_Status,Manager_ID,FTE,Education,Prior_Experience_Years,Recruitment_Source,Critical_Role
E02151,Employee 2151,Female,1985-08-26,Hyderabad,Operations,CC300,Operations Executive,G3,Permanent,Remote,2026-03-17,,Active,E00319,1.0,B.Tech,1,Campus,No
E02152,Employee 2152,Female,1998-11-02,Bengaluru,Customer Success,CC700,Customer Success Manager,G3,Permanent,Hybrid,2021-10-19,,Active,E03623,1.0,PhD,13,Job Portal,No
E02153,Employee 2153,Male,1985-05-28,Chennai,Customer Success,CC700,Customer Success Manager,G1,Contract,Onsite,2019-07-06,2024-08-19,Exited,E00333,0.75,MBA,2,Campus,No
E02154,Employee 2154,Male,1973-08-15,Pune,Marketing,CC600,Product Marketing Manager,G3,Permanent,Hybrid,2017-12-20,,Active,E02954,1.0,Bachelor's,10,Referral,No
E02155,Employee 2155,Female,1988-09-11,Hyderabad,Operations,CC300,Team Lead,G3,Permanent,Onsite,2022-09-29,,Active,E04230,1.0,M.Tech,16,LinkedIn,Yes
E02156,Employee 2156,Female,1989-04-14,Pune,Sales,CC200,Regional Sales Manager,G4,Permanent,Onsite,2023-01-28,,Active,,1.0,Bachelor's,9,Job Portal,No
E02157,Employee 2157,Female,1979-12-18,Bengaluru,Human Resources,CC500,HR Business Partner,G4,Permanent,Hybrid,2020-03-22,,Active,,1.0,M.Tech,17,Company Website,No
E02158,Employee 2158,Female,1987-06-04,Bengaluru,Operations,CC300,Team Lead,G5,Permanent,Hybrid,2021-04-17,,Active,,1.0,PhD,16,LinkedIn,No
E02159,Employee 2159,Female,1980-06-02,Gurugram,Operations,CC300,Operations Analyst,G5,Permanent,Hybrid,2017-04-15,2021-07-01,Exited,E01976,1.0,Master's,11,Referral,Yes
E02160,Employee 2160,Female,2002-02-24,Hyderabad,Technology,CC100,Tech Lead,G3,Permanent,Remote,2025-12-22,,Active,E00957,1.0,B.Tech,7,Company Website,No
E02161,Employee 2161,Female,1984-09-17,Bengaluru,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Hybrid,2017-07-31,2022-05-30,Exited,E03943,1.0,Master's,4,Agency,No
E02162,Employee 2162,Female,1994-08-22,Bengaluru,Operations,CC300,Operations Executive,G6,Permanent,Hybrid,2019-05-10,2019-08-30,Exited,,1.0,B.Tech,14,LinkedIn,No
E02163,Employee 2163,Female,2002-05-08,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G5,Permanent,Hybrid,2025-05-06,,Active,,1.0,M.Tech,0,Internal Mobility,No
E02164,Employee 2164,Male,1994-04-08,Mumbai,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2020-03-29,,Active,E04140,1.0,MBA,2,Internal Mobility,No
E02165,Employee 2165,Male,1977-12-20,Mumbai,Sales,CC200,Key Account Manager,G3,Permanent,Onsite,2022-05-19,,Active,E04239,1.0,M.Tech,13,Internal Mobility,No
E02166,Employee 2166,Male,1989-04-18,Noida,Sales,CC200,Key Account Manager,G4,Permanent,Onsite,2026-01-11,,Active,,1.0,Master's,11,Referral,No
E02167,Employee 2167,Female,1975-03-31,Bengaluru,Sales,CC200,Regional Sales Manager,G2,Permanent,Onsite,2018-10-19,,Active,E02048,1.0,B.Tech,3,Referral,No
E02168,Employee 2168,Female,1996-11-28,Pune,Finance,CC400,Finance Analyst,G2,Permanent,Hybrid,2026-03-18,,Active,E02038,1.0,B.Tech,15,LinkedIn,No
E02169,Employee 2169,Male,1995-02-01,Chennai,Operations,CC300,Operations Executive,G4,Permanent,Hybrid,2024-08-30,,Active,,1.0,Master's,7,Agency,Yes
E02170,Employee 2170,Male,1983-02-03,Mumbai,Marketing,CC600,Brand Manager,G3,Permanent,Onsite,2021-01-05,2023-05-29,Exited,E04425,1.0,B.Tech,5,LinkedIn,No
E02171,Employee 2171,Male,2001-01-11,Pune,Human Resources,CC500,HR Business Partner,G1,Permanent,Hybrid,2023-05-03,,Active,E01644,1.0,B.Tech,9,Internal Mobility,Yes
E02172,Employee 2172,Female,1977-10-12,Pune,Supply Chain,CC800,Supply Chain Analyst,G4,Permanent,Hybrid,2017-12-23,,Active,,1.0,PhD,7,Internal Mobility,No
E02173,Employee 2173,Female,1990-04-27,Bengaluru,Finance,CC400,Finance Manager,G3,Permanent,Hybrid,2020-10-18,,Active,E03101,1.0,MBA,6,Job Portal,No
E02174,Employee 2174,Male,1989-05-04,Bengaluru,Technology,CC100,Data Scientist,G4,Contract,Hybrid,2020-10-10,,Active,,0.75,Master's,13,Internal Mobility,No
E02175,Employee 2175,Female,1989-07-20,Hyderabad,Technology,CC100,Senior Software Engineer,G4,Contract,Remote,2019-08-22,,Active,,0.5,MBA,10,LinkedIn,Yes
E02176,Employee 2176,Female,1980-08-06,Hyderabad,Technology,CC100,Data Analyst,G4,Permanent,Hybrid,2022-06-15,,Active,,1.0,PhD,0,Internal Mobility,No
E02177,Employee 2177,Male,1981-01-15,Hyderabad,Technology,CC100,Engineering Manager,G1,Permanent,Remote,2019-06-08,,Active,E01699,1.0,MBA,8,Referral,No
E02178,Employee 2178,Male,1993-01-27,Gurugram,Human Resources,CC500,HR Executive,G3,Permanent,Hybrid,2022-08-24,,Active,E00646,1.0,MBA,16,LinkedIn,No
E02179,Employee 2179,Female,1985-08-07,Mumbai,Marketing,CC600,Digital Marketing Analyst,G3,Permanent,Hybrid,2019-12-09,,Active,E03666,1.0,M.Tech,12,LinkedIn,No
E02180,Employee 2180,Female,1980-02-09,Bengaluru,Marketing,CC600,Brand Manager,G4,Permanent,Remote,2025-01-21,,Active,,1.0,MBA,16,Campus,No
E02181,Employee 2181,Male,1985-09-14,Pune,Operations,CC300,Operations Manager,G1,Permanent,Hybrid,2019-01-10,2021-03-02,Exited,E03468,1.0,Master's,7,Company Website,No
E02182,Employee 2182,Male,1975-06-28,Gurugram,Technology,CC100,Data Analyst,G2,Intern,Hybrid,2019-12-27,,Active,E02475,1.0,Master's,6,Company Website,No
E02183,Employee 2183,Male,1999-02-17,Bengaluru,Supply Chain,CC800,Logistics Manager,G4,Permanent,Onsite,2024-08-24,2026-04-10,Exited,,1.0,M.Tech,0,Company Website,No
E02184,Employee 2184,Male,1999-01-14,Bengaluru,Operations,CC300,Operations Analyst,G3,Permanent,Hybrid,2026-03-09,,Active,E03902,1.0,B.Tech,7,Campus,No
E02185,Employee 2185,Female,1993-04-09,Hyderabad,Marketing,CC600,Marketing Executive,G4,Permanent,Onsite,2017-06-19,,Active,,1.0,B.Tech,15,Company Website,No
E02186,Employee 2186,Male,1982-03-20,Noida,Customer Success,CC700,Customer Success Manager,G2,Permanent,Onsite,2023-03-15,2023-07-03,Exited,E01813,1.0,MBA,5,Referral,No
E02187,Employee 2187,Male,1991-11-22,Bengaluru,Sales,CC200,Sales Analyst,G5,Permanent,Onsite,2025-06-02,,Active,,1.0,MBA,2,Internal Mobility,No
E02188,Employee 2188,Female,1998-01-01,Bengaluru,Finance,CC400,Senior Finance Analyst,G4,Permanent,Remote,2024-03-20,,Active,,1.0,Bachelor's,11,Job Portal,No
E02189,Employee 2189,Male,1980-10-30,Bengaluru,Supply Chain,CC800,Logistics Manager,G4,Permanent,Onsite,2025-05-23,,Active,,1.0,Master's,14,Internal Mobility,Yes
E02190,Employee 2190,Female,1982-12-29,Hyderabad,Operations,CC300,Operations Manager,G6,Permanent,Hybrid,2017-04-24,,Active,,1.0,M.Tech,8,Campus,No
E02191,Employee 2191,Male,1982-06-21,Noida,Technology,CC100,Software Engineer,G2,Permanent,Onsite,2019-07-21,2024-09-23,Exited,E00775,1.0,Master's,18,Company Website,No
E02192,Employee 2192,Female,1995-12-21,Hyderabad,Operations,CC300,Operations Executive,G5,Permanent,Hybrid,2017-12-23,,Active,,1.0,Master's,18,Job Portal,No
E02193,Employee 2193,Male,1988-11-11,Mumbai,Supply Chain,CC800,Logistics Manager,G2,Contract,Hybrid,2017-03-01,,Active,E03919,0.75,Bachelor's,5,Agency,No
E02194,Employee 2194,Female,1997-01-17,Noida,Customer Success,CC700,Customer Success Manager,G4,Permanent,Remote,2020-06-07,,Active,,1.0,M.Tech,12,Campus,No
E02195,Employee 2195,Female,1999-03-20,Chennai,Supply Chain,CC800,Procurement Specialist,G3,Permanent,Hybrid,2022-05-17,,Active,E03873,1.0,Master's,6,Internal Mobility,No
E02196,Employee 2196,Male,1987-09-17,Pune,Marketing,CC600,Product Marketing Manager,G2,Permanent,Hybrid,2024-04-23,2024-10-18,Exited,E04948,1.0,B.Tech,0,LinkedIn,No
E02197,Employee 2197,Female,1981-08-25,Gurugram,Supply Chain,CC800,Procurement Specialist,G2,Intern,Hybrid,2024-05-03,,Active,E00049,0.5,M.Tech,7,Referral,No
E02198,Employee 2198,Male,1990-01-15,Gurugram,Human Resources,CC500,Talent Acquisition Specialist,G3,Permanent,Hybrid,2025-03-09,,Active,E00589,1.0,Bachelor's,0,Internal Mobility,No
E02199,Employee 2199,Female,1999-03-04,Pune,Operations,CC300,Operations Executive,G2,Permanent,Hybrid,2025-08-25,,Active,E03486,1.0,Master's,1,Agency,No
E02200,Employee 2200,Female,1998-04-01,Hyderabad,Marketing,CC600,Product Marketing Manager,G2,Contract,Onsite,2019-08-14,2025-05-10,Exited,E02827,0.5,MBA,14,Agency,No
E02201,Employee 2201,Male,1989-07-27,Hyderabad,Operations,CC300,Operations Analyst,G4,Permanent,Hybrid,2022-05-15,,Active,,1.0,PhD,18,Campus,No
E02202,Employee 2202,Male,1978-09-04,Chennai,Finance,CC400,Senior Finance Analyst,G3,Permanent,Remote,2020-03-26,2021-03-20,Exited,E01193,1.0,PhD,15,Campus,No
E02203,Employee 2203,Female,1983-01-06,Bengaluru,Operations,CC300,Operations Analyst,G5,Permanent,Hybrid,2020-11-12,,Active,,1.0,PhD,6,Referral,No
E02204,Employee 2204,Male,1992-03-09,Hyderabad,Supply Chain,CC800,Planner,G4,Permanent,Hybrid,2018-03-17,2020-01-29,Exited,E04238,1.0,M.Tech,16,Internal Mobility,No
E02205,Employee 2205,Female,1987-05-21,Chennai,Operations,CC300,Operations Manager,G2,Contract,Remote,2026-05-18,,Active,E00136,0.75,Master's,12,LinkedIn,No
E02206,Employee 2206,Male,2000-12-08,Hyderabad,Marketing,CC600,Marketing Executive,G3,Permanent,Hybrid,2022-06-28,2026-06-20,Exited,E03763,1.0,Master's,18,Job Portal,Yes
E02207,Employee 2207,Female,1994-12-13,Hyderabad,Supply Chain,CC800,Planner,G1,Intern,Hybrid,2017-04-28,,Active,E00325,0.75,M.Tech,17,Agency,No
E02208,Employee 2208,Male,1984-03-03,Mumbai,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Hybrid,2026-02-23,,Active,,1.0,MBA,2,Company Website,No
E02209,Employee 2209,Female,1996-10-20,Pune,Marketing,CC600,Marketing Executive,G4,Permanent,Hybrid,2022-02-09,,Active,,1.0,M.Tech,1,Agency,No
E02210,Employee 2210,Female,2003-12-06,Gurugram,Human Resources,CC500,HR Manager,G6,Permanent,Hybrid,2024-12-26,,Active,,1.0,Master's,8,Internal Mobility,No
E02211,Employee 2211,Female,1992-12-13,Bengaluru,Human Resources,CC500,Talent Acquisition Specialist,G4,Permanent,Hybrid,2018-07-30,,Active,,1.0,B.Tech,4,LinkedIn,No
E02212,Employee 2212,Male,1994-07-17,Chennai,Marketing,CC600,Brand Manager,G4,Permanent,Remote,2026-05-08,,Active,,1.0,Master's,3,Referral,No
E02213,Employee 2213,Male,1985-08-01,Pune,Technology,CC100,Tech Lead,G4,Permanent,Onsite,2022-06-08,,Active,,1.0,Bachelor's,7,Job Portal,No
E02214,Employee 2214,Female,1986-10-24,Hyderabad,Customer Success,CC700,Customer Success Executive,G3,Permanent,Onsite,2021-03-03,,Active,E01769,1.0,MBA,1,Internal Mobility,No
E02215,Employee 2215,Male,1981-01-09,Mumbai,Sales,CC200,Account Manager,G4,Permanent,Hybrid,2025-11-03,2026-03-02,Exited,E01449,1.0,Master's,5,LinkedIn,No
E02216,Employee 2216,Male,1979-12-10,Mumbai,Technology,CC100,Senior Software Engineer,G3,Intern,Hybrid,2019-06-05,,Active,E04140,1.0,Master's,12,Company Website,No
E02217,Employee 2217,Female,1987-03-17,Pune,Operations,CC300,Operations Executive,G3,Permanent,Hybrid,2025-12-22,,Active,E03818,1.0,B.Tech,1,Campus,No
E02218,Employee 2218,Female,1979-04-26,Noida,Human Resources,CC500,Talent Acquisition Specialist,G3,Permanent,Remote,2020-01-18,,Active,E03910,1.0,Master's,8,Campus,No
E02219,Employee 2219,Female,1996-06-18,Bengaluru,Sales,CC200,Sales Analyst,G2,Permanent,Hybrid,2026-02-24,,Active,E00529,1.0,MBA,11,Job Portal,Yes
E02220,Employee 2220,Male,1980-10-04,Hyderabad,Technology,CC100,Data Analyst,G4,Permanent,Remote,2021-04-01,,Active,,1.0,Master's,1,LinkedIn,No
E02221,Employee 2221,Male,1990-01-21,Pune,Supply Chain,CC800,Procurement Specialist,G2,Permanent,Hybrid,2022-01-01,,Active,E02851,1.0,Bachelor's,17,LinkedIn,No
E02222,Employee 2222,Male,1997-08-31,Chennai,Supply Chain,CC800,Logistics Manager,G4,Permanent,Hybrid,2024-05-29,,Active,,1.0,B.Tech,13,LinkedIn,No
E02223,Employee 2223,Female,1997-07-08,Hyderabad,Supply Chain,CC800,Procurement Specialist,G4,Permanent,Hybrid,2020-03-26,,Active,,1.0,M.Tech,4,LinkedIn,Yes
E02224,Employee 2224,Male,1991-07-03,Pune,Customer Success,CC700,Customer Success Executive,G5,Permanent,Hybrid,2025-11-16,,Active,,1.0,Master's,4,Agency,No
E02225,Employee 2225,Male,1978-11-09,Noida,Human Resources,CC500,HR Manager,G3,Permanent,Hybrid,2019-08-06,,Active,E01648,1.0,Master's,4,Referral,No
E02226,Employee 2226,Male,1979-09-11,Mumbai,Sales,CC200,Account Manager,G4,Contract,Hybrid,2021-04-16,,Active,,0.5,Bachelor's,12,Referral,No
E02227,Employee 2227,Male,1990-07-30,Noida,Sales,CC200,Key Account Manager,G2,Permanent,Onsite,2017-01-17,,Active,E02510,1.0,Master's,12,Referral,No
E02228,Employee 2228,Male,1998-03-29,Pune,Customer Success,CC700,Customer Success Executive,G5,Permanent,Hybrid,2026-03-31,,Active,,1.0,Bachelor's,9,Referral,Yes
E02229,Employee 2229,Male,2001-07-13,Hyderabad,Marketing,CC600,Digital Marketing Analyst,G1,Permanent,Hybrid,2024-05-01,,Active,E04383,1.0,M.Tech,5,Campus,No
E02230,Employee 2230,Male,1992-02-04,Pune,Finance,CC400,Finance Manager,G4,Permanent,Hybrid,2025-05-11,,Active,,1.0,Master's,13,Company Website,No
E02231,Employee 2231,Female,1991-06-24,Hyderabad,Technology,CC100,Data Analyst,G3,Permanent,Remote,2026-07-06,,Active,E02510,1.0,B.Tech,11,Company Website,No
E02232,Employee 2232,Female,1985-08-17,Bengaluru,Sales,CC200,Sales Executive,G4,Permanent,Onsite,2025-08-21,,Active,,1.0,Bachelor's,3,Job Portal,Yes
E02233,Employee 2233,Female,1986-03-01,Chennai,Sales,CC200,Sales Analyst,G3,Permanent,Hybrid,2023-12-03,,Active,E00171,1.0,MBA,14,LinkedIn,No
E02234,Employee 2234,Female,1990-10-22,Chennai,Customer Success,CC700,Customer Success Manager,G5,Permanent,Hybrid,2018-08-07,,Active,,1.0,Bachelor's,2,Job Portal,No
E02235,Employee 2235,Male,1990-06-11,Hyderabad,Operations,CC300,Team Lead,G1,Permanent,Hybrid,2021-05-20,,Active,E04931,1.0,PhD,4,Campus,No
E02236,Employee 2236,Female,1981-10-19,Noida,Sales,CC200,Account Manager,G2,Permanent,Remote,2023-05-02,,Active,E03109,1.0,Master's,14,Internal Mobility,Yes
E02237,Employee 2237,Female,1985-10-10,Bengaluru,Marketing,CC600,Digital Marketing Analyst,G5,Permanent,Hybrid,2021-03-27,,Active,,1.0,MBA,11,Agency,No
E02238,Employee 2238,Non-binary,1995-03-15,Chennai,Sales,CC200,Sales Analyst,G3,Permanent,Hybrid,2017-05-15,,Active,E01670,1.0,M.Tech,10,Company Website,No
E02239,Employee 2239,Male,1979-06-25,Hyderabad,Marketing,CC600,Brand Manager,G2,Contract,Hybrid,2024-06-06,,Active,E03513,0.75,Bachelor's,6,Internal Mobility,No
E02240,Employee 2240,Male,1990-08-24,Gurugram,Customer Success,CC700,Support Analyst,G3,Permanent,Hybrid,2017-07-21,2022-03-10,Exited,E03892,1.0,PhD,13,Internal Mobility,Yes
E02241,Employee 2241,Female,1990-12-26,Bengaluru,Technology,CC100,Software Engineer,G2,Contract,Hybrid,2024-12-05,2026-06-29,Exited,E03009,0.75,M.Tech,18,Internal Mobility,No
E02242,Employee 2242,Female,2002-10-03,Hyderabad,Human Resources,CC500,HR Business Partner,G4,Permanent,Hybrid,2024-12-02,,Active,,1.0,B.Tech,16,Job Portal,No
E02243,Employee 2243,Male,1986-11-29,Gurugram,Technology,CC100,Data Analyst,G2,Contract,Hybrid,2023-01-01,2023-12-20,Exited,,0.75,Bachelor's,18,Job Portal,No
E02244,Employee 2244,Male,1989-02-05,Bengaluru,Technology,CC100,Senior Software Engineer,G4,Permanent,Hybrid,2020-10-31,,Active,,1.0,M.Tech,7,Job Portal,No
E02245,Employee 2245,Male,1987-07-11,Pune,Technology,CC100,Engineering Manager,G5,Permanent,Hybrid,2021-04-05,2023-08-22,Exited,E00368,1.0,Bachelor's,15,Job Portal,Yes
E02246,Employee 2246,Female,1996-08-09,Bengaluru,Sales,CC200,Account Manager,G3,Permanent,Onsite,2024-06-26,,Active,E02978,1.0,B.Tech,9,Job Portal,Yes
E02247,Employee 2247,Female,1979-04-05,Hyderabad,Human Resources,CC500,HR Business Partner,G1,Permanent,Remote,2021-04-15,2024-04-23,Exited,E02673,1.0,Master's,0,Agency,No
E02248,Employee 2248,Male,1988-12-19,Noida,Operations,CC300,Team Lead,G3,Permanent,Remote,2023-12-21,,Active,E01787,1.0,Bachelor's,14,Campus,No
E02249,Employee 2249,Female,1993-01-19,Gurugram,Operations,CC300,Team Lead,G4,Permanent,Hybrid,2018-04-09,,Active,,1.0,M.Tech,2,Referral,No
E02250,Employee 2250,Male,2001-06-30,Mumbai,Technology,CC100,Senior Software Engineer,G4,Contract,Hybrid,2024-03-06,,Active,,0.5,B.Tech,7,Job Portal,No
E02251,Employee 2251,Male,1991-06-05,Pune,Technology,CC100,Senior Software Engineer,G1,Permanent,Hybrid,2019-05-19,,Active,E04173,1.0,MBA,5,Job Portal,No
E02252,Employee 2252,Male,1988-07-04,Gurugram,Finance,CC400,Senior Finance Analyst,G5,Permanent,Remote,2025-06-27,,Active,,1.0,Master's,11,Campus,No
E02253,Employee 2253,Male,1983-06-06,Hyderabad,Sales,CC200,Regional Sales Manager,G2,Contract,Remote,2023-02-01,,Active,E01877,0.5,Master's,2,Company Website,No
E02254,Employee 2254,Male,1991-09-24,Noida,Technology,CC100,Data Analyst,G1,Permanent,Hybrid,2018-06-03,2018-09-20,Exited,E03397,1.0,B.Tech,7,Job Portal,No
E02255,Employee 2255,Male,1986-12-14,Gurugram,Operations,CC300,Operations Manager,G4,Permanent,Remote,2019-09-14,,Active,,1.0,MBA,13,Internal Mobility,No
E02256,Employee 2256,Female,1993-05-12,Hyderabad,Technology,CC100,Software Engineer,G2,Permanent,Onsite,2025-08-05,,Active,E04732,1.0,Master's,5,Referral,No
E02257,Employee 2257,Male,1983-02-13,Bengaluru,Supply Chain,CC800,Logistics Manager,G3,Permanent,Hybrid,2021-07-12,,Active,E04465,1.0,Master's,11,Company Website,No
E02258,Employee 2258,Female,1990-03-02,Hyderabad,Sales,CC200,Key Account Manager,G1,Permanent,Remote,2017-03-13,,Active,E00180,1.0,Bachelor's,14,LinkedIn,No
E02259,Employee 2259,Female,1990-11-25,Hyderabad,Finance,CC400,Finance Analyst,G4,Permanent,Onsite,2017-07-23,2024-01-16,Exited,,1.0,PhD,17,Campus,Yes
E02260,Employee 2260,Female,1976-01-07,Pune,Operations,CC300,Operations Manager,G3,Permanent,Hybrid,2020-03-09,2025-02-05,Exited,E00471,1.0,PhD,7,Campus,No
E02261,Employee 2261,Female,1996-01-05,Mumbai,Sales,CC200,Account Manager,G3,Permanent,Onsite,2024-09-16,,Active,E00990,1.0,PhD,2,Campus,No
E02262,Employee 2262,Female,1989-04-19,Chennai,Human Resources,CC500,HR Executive,G1,Permanent,Onsite,2018-02-13,,Active,E04726,1.0,MBA,5,Agency,No
E02263,Employee 2263,Female,1979-05-18,Mumbai,Customer Success,CC700,Customer Success Manager,G4,Permanent,Hybrid,2020-05-28,,Active,,1.0,PhD,7,Agency,No
E02264,Employee 2264,Female,1994-08-24,Gurugram,Customer Success,CC700,Customer Success Executive,G1,Permanent,Hybrid,2020-06-12,2025-06-15,Exited,E04351,1.0,B.Tech,14,Job Portal,No
E02265,Employee 2265,Female,1995-11-27,Bengaluru,Technology,CC100,Engineering Manager,G4,Permanent,Hybrid,2023-12-22,2024-04-03,Exited,,1.0,Master's,2,LinkedIn,No
E02266,Employee 2266,Male,1994-06-24,Pune,Marketing,CC600,Marketing Executive,G4,Permanent,Hybrid,2026-04-25,,Active,,1.0,PhD,14,Company Website,Yes
E02267,Employee 2267,Male,1980-04-24,Hyderabad,Operations,CC300,Operations Manager,G4,Permanent,Hybrid,2024-12-14,,Active,,1.0,Master's,7,LinkedIn,No
E02268,Employee 2268,Female,1975-03-18,Pune,Sales,CC200,Regional Sales Manager,G4,Permanent,Hybrid,2019-07-05,,Active,,1.0,PhD,0,LinkedIn,No
E02269,Employee 2269,Male,1980-05-26,Noida,Finance,CC400,Finance Analyst,G6,Contract,Hybrid,2024-10-23,,Active,,0.5,B.Tech,10,Internal Mobility,No
E02270,Employee 2270,Male,1979-06-12,Bengaluru,Technology,CC100,Software Engineer,G2,Permanent,Hybrid,2022-06-28,,Active,E01887,1.0,MBA,15,Internal Mobility,No
E02271,Employee 2271,Male,1983-12-17,Chennai,Supply Chain,CC800,Supply Chain Analyst,G3,Permanent,Onsite,2020-11-19,2023-11-22,Exited,E03106,1.0,M.Tech,1,Company Website,No
E02272,Employee 2272,Female,2002-03-08,Pune,Human Resources,CC500,Talent Acquisition Specialist,G2,Permanent,Hybrid,2024-08-04,,Active,E02501,1.0,M.Tech,8,Referral,No
E02273,Employee 2273,Male,1999-09-24,Noida,Sales,CC200,Key Account Manager,G5,Permanent,Remote,2026-06-30,,Active,,1.0,Master's,7,Agency,No
E02274,Employee 2274,Female,1995-11-13,Bengaluru,Marketing,CC600,Digital Marketing Analyst,G5,Contract,Onsite,2025-01-07,,Active,,0.5,B.Tech,8,Job Portal,No
E02275,Employee 2275,Female,1990-11-29,Chennai,Operations,CC300,Team Lead,G1,Permanent,Hybrid,2022-12-21,,Active,E00882,1.0,B.Tech,2,LinkedIn,Yes
E02276,Employee 2276,Male,1990-01-13,Gurugram,Operations,CC300,Operations Analyst,G3,Permanent,Hybrid,2023-08-05,,Active,E03175,1.0,M.Tech,0,Agency,No
E02277,Employee 2277,Male,1995-08-04,Pune,Marketing,CC600,Product Marketing Manager,G4,Permanent,Onsite,2024-01-03,,Active,,1.0,PhD,11,LinkedIn,No
E02278,Employee 2278,Female,1994-07-25,Bengaluru,Human Resources,CC500,L&D Specialist,G3,Permanent,Hybrid,2020-07-07,,Active,E04428,1.0,B.Tech,15,Agency,No
E02279,Employee 2279,Male,1982-06-11,Bengaluru,Human Resources,CC500,Talent Acquisition Specialist,G4,Permanent,Hybrid,2017-12-20,,Active,,1.0,Bachelor's,9,Agency,No
E02280,Employee 2280,Female,1978-10-04,Chennai,Operations,CC300,Operations Manager,G2,Permanent,Hybrid,2023-09-19,,Active,,1.0,B.Tech,7,Company Website,No
E02281,Employee 2281,Female,1988-11-02,Pune,Technology,CC100,Engineering Manager,G4,Permanent,Onsite,2025-09-07,,Active,,1.0,Master's,11,Job Portal,No
E02282,Employee 2282,Female,1980-06-03,Mumbai,Technology,CC100,Data Scientist,G5,Contract,Hybrid,2018-01-16,,Active,,1.0,MBA,10,Internal Mobility,No
E02283,Employee 2283,Male,1988-12-01,Chennai,Technology,CC100,Data Scientist,G3,Intern,Onsite,2025-05-26,,Active,E01971,0.75,MBA,14,Internal Mobility,Yes
E02284,Employee 2284,Male,1995-10-31,Gurugram,Human Resources,CC500,HR Manager,G4,Permanent,Onsite,2024-11-23,,Active,,1.0,M.Tech,5,Referral,No
E02285,Employee 2285,Male,1991-06-08,Mumbai,Technology,CC100,Tech Lead,G1,Permanent,Onsite,2021-02-13,,Active,E04499,1.0,Bachelor's,0,Referral,No
E02286,Employee 2286,Male,1999-09-20,Hyderabad,Operations,CC300,Operations Executive,G4,Permanent,Onsite,2024-06-12,,Active,,1.0,MBA,9,LinkedIn,No
E02287,Employee 2287,Female,1997-11-25,Mumbai,Operations,CC300,Operations Manager,G2,Permanent,Hybrid,2020-08-08,,Active,E04928,1.0,MBA,7,Agency,No
E02288,Employee 2288,Male,1981-12-08,Noida,Customer Success,CC700,Customer Success Manager,G4,Permanent,Onsite,2025-11-15,,Active,,1.0,Bachelor's,8,LinkedIn,No
E02289,Employee 2289,Male,1987-08-23,Bengaluru,Human Resources,CC500,L&D Specialist,G2,Permanent,Hybrid,2024-10-19,,Active,E02870,1.0,MBA,3,Internal Mobility,Yes
E02290,Employee 2290,Male,1993-06-13,Bengaluru,Supply Chain,CC800,Planner,G5,Contract,Hybrid,2025-11-05,,Active,,0.5,Master's,6,Job Portal,No
E02291,Employee 2291,Female,1991-06-24,Gurugram,Customer Success,CC700,Support Analyst,G1,Permanent,Hybrid,2023-02-21,,Active,E00525,1.0,Master's,12,Company Website,No
E02292,Employee 2292,Male,2002-11-25,Noida,Marketing,CC600,Digital Marketing Analyst,G4,Permanent,Onsite,2024-03-13,,Active,,1.0,B.Tech,5,Referral,No
E02293,Employee 2293,Female,1977-11-27,Bengaluru,Human Resources,CC500,HR Business Partner,G4,Permanent,Remote,2018-08-22,,Active,,1.0,MBA,3,Agency,No
E02294,Employee 2294,Male,1979-08-13,Bengaluru,Operations,CC300,Operations Analyst,G3,Permanent,Hybrid,2024-01-28,,Active,E00872,1.0,MBA,8,Referral,No
E02295,Employee 2295,Male,1978-02-16,Mumbai,Finance,CC400,Senior Finance Analyst,G3,Permanent,Hybrid,2019-09-14,,Active,E04839,1.0,Master's,10,Job Portal,No
E02296,Employee 2296,Female,1986-11-05,Noida,Human Resources,CC500,HR Manager,G4,Permanent,Onsite,2024-04-16,,Active,,1.0,PhD,16,Company Website,No
E02297,Employee 2297,Female,1986-05-15,Pune,Sales,CC200,Regional Sales Manager,G1,Permanent,Hybrid,2025-10-21,2026-04-28,Exited,E03947,1.0,M.Tech,6,Campus,No
E02298,Employee 2298,Female,1990-08-26,Bengaluru,Sales,CC200,Sales Executive,G4,Permanent,Hybrid,2021-04-18,,Active,,1.0,M.Tech,14,LinkedIn,No
E02299,Employee 2299,Female,1994-03-13,Hyderabad,Customer Success,CC700,Support Analyst,G5,Permanent,Onsite,2018-04-29,,Active,,1.0,Bachelor's,12,Company Website,No
E02300,Employee 2300,Male,1974-12-24,Bengaluru,Sales,CC200,Key Account Manager,G1,Permanent,Remote,2017-03-22,,Active,E01305,1.0,B.Tech,1,Job Portal,No
E02301,Employee 2301,Female,1998-08-03,Mumbai,Finance,CC400,Finance Manager,G5,Permanent,Hybrid,2023-03-02,,Active,,1.0,Master's,15,LinkedIn,No
E02302,Employee 2302,Female,1978-01-17,Hyderabad,Supply Chain,CC800,Supply Chain Analyst,G1,Permanent,Onsite,2018-04-06,,Active,E00090,1.0,MBA,0,Agency,No
