Date,Month,SKU,Product,Category,Region,Customer,Supplier ID,Supplier,Demand,Forecast,Opening Inventory,Closing Inventory,Safety Stock,Lead Time (Days),Order Qty,Delivered Qty,Requested Date,Delivery Date,OTIF,Stockout,Unit Cost (INR),Selling Price (INR),Inventory Value (INR)
2026-08-22,Aug-2026,SKU-131,Coolant Module 1,Consumables,East,Eastern Process Tech,SUP-A,Alpha Components,139,161,356,338,80,13,129,129,2026-08-28,2026-08-28,Yes,No,1398.95,1986.8,472844.29
2026-04-19,Apr-2026,SKU-108,Power Module 2,Critical Components,East,Eastern Process Tech,SUP-C,Crest Global,96,74,75,54,23,24,105,105,2026-05-01,2026-05-01,Yes,Yes,49751.18,67112.37,2686563.5
2026-04-09,Apr-2026,SKU-126,Filter Cartridge 2,Consumables,East,Bengal Engineering,SUP-F,Fusion Tech,226,238,511,466,119,20,248,248,2026-04-16,2026-04-16,Yes,No,3791.37,5581.35,1766778.93
2026-07-12,Jul-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,Central,Central Industrial Works,SUP-H,Horizon Parts,52,59,69,59,22,18,61,61,2026-07-24,2026-07-24,Yes,No,55480.9,76058.98,3273373.38
2026-06-29,Jun-2026,SKU-132,Coolant Module 2,Consumables,South,TechFab Systems,SUP-E,Everest Components,205,226,471,433,113,11,227,227,2026-07-05,2026-07-05,Yes,No,3760.59,4843.89,1628337.47
2026-07-11,Jul-2026,SKU-107,Power Module 1,Critical Components,Central,CoreTech Manufacturing,SUP-F,Fusion Tech,89,74,110,93,23,18,89,89,2026-07-22,2026-07-28,No,No,63348.07,85614.64,5891370.63
2026-05-02,May-2026,SKU-103,Precision Gearbox 1,Critical Components,South,TechFab Systems,SUP-D,Delta Engineering,125,105,107,81,33,17,131,131,2026-05-08,2026-05-09,No,Yes,44145.25,65577.08,3575765.42
2026-03-30,Mar-2026,SKU-131,Coolant Module 1,Consumables,South,Southern Automation,SUP-H,Horizon Parts,239,314,658,637,157,21,255,231,2026-04-06,2026-04-06,No,No,802.97,991.79,511491.76
2026-04-03,Apr-2026,SKU-125,Filter Cartridge 1,Consumables,West,Metro Automation,SUP-B,Bharat Industrial,164,155,307,276,77,14,155,155,2026-04-13,2026-04-13,Yes,No,4679.7,7220.71,1291597.12
2026-06-24,Jun-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,South,Deccan Industries,SUP-H,Horizon Parts,78,67,81,66,25,15,78,78,2026-06-29,2026-06-29,Yes,No,101545.15,125480.34,6701980.18
2026-03-15,Mar-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,South,TechFab Systems,SUP-C,Crest Global,38,31,56,47,11,25,49,46,2026-03-26,2026-04-01,No,No,102228.73,128971.27,4804750.11
2026-03-28,Mar-2026,SKU-123,Smart Drive 1,Premium Equipment,East,Prime Industrial,SUP-H,Horizon Parts,79,95,132,121,36,18,80,80,2026-04-02,2026-04-02,Yes,No,137488.31,169069.64,16636086.06
2026-05-12,May-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,East,Prime Industrial,SUP-E,Everest Components,42,40,84,73,15,15,59,59,2026-05-18,2026-05-18,Yes,No,94067.48,117302.69,6866925.82
2026-02-09,Feb-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,South,TechFab Systems,SUP-D,Delta Engineering,74,82,104,94,31,22,64,64,2026-02-20,2026-02-20,Yes,No,163615.19,241678.26,15379828.28
2026-03-06,Mar-2026,SKU-110,Bearing Assembly 2,Standard Components,East,Prime Industrial,SUP-H,Horizon Parts,210,246,345,314,68,14,215,215,2026-03-16,2026-03-16,Yes,No,6234.33,7956.26,1957578.41
2026-08-08,Aug-2026,SKU-123,Smart Drive 1,Premium Equipment,North,Horizon Machines,SUP-B,Bharat Industrial,23,27,57,50,10,17,41,41,2026-08-18,2026-08-27,No,No,93564.23,127988.21,4678211.4
2026-03-24,Mar-2026,SKU-118,CNC Control Unit 2,Premium Equipment,East,Orion Industries,SUP-D,Delta Engineering,57,59,99,86,22,16,65,65,2026-04-05,2026-04-05,Yes,No,177497.79,231774.12,15264809.71
2026-08-09,Aug-2026,SKU-114,Valve Kit 2,Standard Components,North,Delhi Industrial Systems,SUP-H,Horizon Parts,139,138,219,196,38,23,134,119,2026-08-17,2026-08-17,No,No,13062.11,16097.13,2560173.16
2026-05-06,May-2026,SKU-112,Drive Belt 2,Standard Components,West,Western Manufacturing,SUP-F,Fusion Tech,186,161,230,188,45,20,211,211,2026-05-16,2026-05-16,Yes,No,3905.61,5836.83,734255.07
2026-02-28,Feb-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,West,Metro Automation,SUP-A,Alpha Components,73,79,133,117,30,18,93,93,2026-03-09,2026-03-09,Yes,No,110336.64,140530.6,12909386.33
2026-07-31,Jul-2026,SKU-126,Filter Cartridge 2,Consumables,East,Eastern Process Tech,SUP-E,Everest Components,221,286,620,596,143,19,227,227,2026-08-11,2026-08-11,Yes,No,3553.44,4369.19,2117847.29
2026-01-14,Jan-2026,SKU-108,Power Module 2,Critical Components,North,Horizon Machines,SUP-C,Crest Global,86,68,118,101,21,30,86,86,2026-01-20,2026-01-27,No,No,49187.84,66337.41,4967972.12
2026-07-12,Jul-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,East,Prime Industrial,SUP-F,Fusion Tech,39,41,36,24,15,24,60,60,2026-07-22,2026-07-22,Yes,Yes,68895.23,88125.24,1653485.64
2026-01-23,Jan-2026,SKU-129,Seal Pack 1,Consumables,West,Metro Automation,SUP-B,Bharat Industrial,247,244,504,451,122,13,265,265,2026-02-04,2026-02-04,Yes,No,5337.79,8142.23,2407341.21
2026-07-31,Jul-2026,SKU-107,Power Module 1,Critical Components,West,Gujarat Process Systems,SUP-C,Crest Global,104,82,85,65,26,35,100,100,2026-08-08,2026-08-12,No,Yes,42823.67,63202.12,2783538.32
2026-06-01,Jun-2026,SKU-116,Connector Set 2,Standard Components,East,Prime Industrial,SUP-B,Bharat Industrial,157,198,263,247,55,12,148,148,2026-06-08,2026-06-08,Yes,No,9136.56,13743.91,2256730.38
2026-08-29,Aug-2026,SKU-128,Lubrication Kit 2,Consumables,East,Bengal Engineering,SUP-F,Fusion Tech,274,328,710,675,164,19,265,265,2026-09-10,2026-09-11,No,No,3964.67,4863.03,2676153.86
2026-07-14,Jul-2026,SKU-108,Power Module 2,Critical Components,North,Delhi Industrial Systems,SUP-F,Fusion Tech,123,110,109,83,35,25,132,132,2026-07-24,2026-07-24,Yes,Yes,29437.42,39100.83,2443305.66
2026-05-21,May-2026,SKU-107,Power Module 1,Critical Components,West,Western Manufacturing,SUP-A,Alpha Components,95,100,137,119,32,14,98,98,2026-05-31,2026-06-09,No,No,41320.9,51486.9,4917187.03
2026-06-30,Jun-2026,SKU-123,Smart Drive 1,Premium Equipment,East,Prime Industrial,SUP-D,Delta Engineering,57,61,71,59,23,16,68,68,2026-07-11,2026-07-11,Yes,No,138207.39,183860.48,8154236.09
2026-04-13,Apr-2026,SKU-125,Filter Cartridge 1,Consumables,North,NorthStar Automation,SUP-C,Crest Global,192,239,513,489,119,31,207,197,2026-04-20,2026-04-24,No,No,1544.52,2187.32,755269.0
2026-07-20,Jul-2026,SKU-125,Filter Cartridge 1,Consumables,South,TechFab Systems,SUP-D,Delta Engineering,195,237,507,484,118,18,189,189,2026-07-31,2026-07-31,Yes,No,5306.83,7040.56,2568504.88
2026-08-21,Aug-2026,SKU-114,Valve Kit 2,Standard Components,South,TechFab Systems,SUP-G,Global Motion,150,145,214,184,40,17,152,152,2026-08-26,2026-08-26,Yes,No,2595.13,3527.65,477504.74
2026-08-12,Aug-2026,SKU-107,Power Module 1,Critical Components,South,TechFab Systems,SUP-E,Everest Components,72,64,55,41,20,13,75,71,2026-08-17,2026-08-17,No,Yes,36900.2,52407.44,1512908.25
2026-07-01,Jul-2026,SKU-101,Servo Controller 1,Critical Components,East,Bengal Engineering,SUP-C,Crest Global,111,85,76,54,27,24,118,114,2026-07-11,2026-07-11,No,Yes,51224.86,77585.67,2766142.31
2026-02-08,Feb-2026,SKU-132,Coolant Module 2,Consumables,North,Horizon Machines,SUP-D,Delta Engineering,362,406,804,747,203,23,358,358,2026-02-17,2026-02-17,Yes,No,1778.84,2465.97,1328796.14
2026-05-18,May-2026,SKU-105,Industrial Sensor 1,Critical Components,East,Bengal Engineering,SUP-D,Delta Engineering,81,74,75,58,23,22,85,85,2026-05-27,2026-06-04,No,Yes,18654.45,22835.12,1081958.35
2026-08-26,Aug-2026,SKU-108,Power Module 2,Critical Components,Central,CoreTech Manufacturing,SUP-B,Bharat Industrial,121,80,82,59,25,19,119,119,2026-09-05,2026-09-05,Yes,Yes,25842.36,32980.73,1524699.31
2026-08-15,Aug-2026,SKU-115,Connector Set 1,Standard Components,Central,Central Industrial Works,SUP-F,Fusion Tech,128,130,201,178,36,20,119,119,2026-08-27,2026-08-27,Yes,No,5629.28,7557.35,1002012.02
2026-07-23,Jul-2026,SKU-116,Connector Set 2,Standard Components,West,Western Manufacturing,SUP-A,Alpha Components,112,97,184,162,27,13,111,111,2026-08-01,2026-08-01,Yes,No,9254.89,13564.47,1499292.13
2026-03-11,Mar-2026,SKU-127,Lubrication Kit 1,Consumables,North,Delhi Industrial Systems,SUP-F,Fusion Tech,294,336,716,674,168,23,284,284,2026-03-19,2026-03-19,Yes,No,966.6,1276.69,651485.95
2026-05-19,May-2026,SKU-128,Lubrication Kit 2,Consumables,North,NorthStar Automation,SUP-D,Delta Engineering,245,266,551,516,133,18,238,213,2026-05-24,2026-05-24,No,No,4572.16,6666.56,2359235.56
2026-01-22,Jan-2026,SKU-124,Smart Drive 2,Premium Equipment,North,Apex Engineering,SUP-A,Alpha Components,50,55,89,79,20,19,55,55,2026-01-27,2026-01-27,Yes,No,66184.4,81500.83,5228567.98
2026-04-30,Apr-2026,SKU-111,Drive Belt 1,Standard Components,North,Apex Engineering,SUP-D,Delta Engineering,143,138,202,171,38,24,157,157,2026-05-07,2026-05-07,Yes,No,5419.69,7111.59,926766.47
2026-04-19,Apr-2026,SKU-108,Power Module 2,Critical Components,Central,Central Industrial Works,SUP-D,Delta Engineering,49,37,54,41,11,25,68,68,2026-04-27,2026-04-27,Yes,No,64212.77,96495.96,2632723.5
2026-08-24,Aug-2026,SKU-109,Bearing Assembly 1,Standard Components,North,Delhi Industrial Systems,SUP-B,Bharat Industrial,141,138,208,181,38,19,136,136,2026-08-29,2026-08-29,Yes,No,11967.87,15312.85,2166184.05
2026-06-11,Jun-2026,SKU-102,Servo Controller 2,Critical Components,North,Delhi Industrial Systems,SUP-C,Crest Global,99,78,92,75,24,31,94,89,2026-06-20,2026-06-21,No,Yes,63614.03,92136.9,4771052.47
2026-06-03,Jun-2026,SKU-123,Smart Drive 1,Premium Equipment,North,Apex Engineering,SUP-C,Crest Global,70,76,147,136,28,33,70,66,2026-06-14,2026-06-26,No,No,121982.58,168099.3,16589630.66
2026-04-24,Apr-2026,SKU-127,Lubrication Kit 1,Consumables,North,NorthStar Automation,SUP-G,Global Motion,350,377,790,728,188,20,356,356,2026-05-02,2026-05-02,Yes,No,1314.82,1618.19,957186.53
2026-03-20,Mar-2026,SKU-109,Bearing Assembly 1,Standard Components,North,Horizon Machines,SUP-A,Alpha Components,222,232,306,262,64,17,237,237,2026-03-27,2026-03-27,Yes,No,13765.95,18779.85,3606677.66
2026-04-29,Apr-2026,SKU-103,Precision Gearbox 1,Critical Components,East,Eastern Process Tech,SUP-C,Crest Global,146,122,143,116,39,26,136,136,2026-05-06,2026-05-06,Yes,Yes,52162.08,69822.2,6050801.55
2026-03-30,Mar-2026,SKU-101,Servo Controller 1,Critical Components,Central,Vindhya Engineering,SUP-A,Alpha Components,153,134,167,134,42,12,168,168,2026-04-05,2026-04-05,Yes,No,18157.86,22691.76,2433153.02
2026-03-10,Mar-2026,SKU-108,Power Module 2,Critical Components,South,Deccan Industries,SUP-A,Alpha Components,167,133,163,134,42,12,166,148,2026-03-22,2026-03-22,No,Yes,39467.08,55666.97,5288588.39
2026-05-02,May-2026,SKU-103,Precision Gearbox 1,Critical Components,South,TechFab Systems,SUP-C,Crest Global,180,151,147,106,48,32,205,205,2026-05-11,2026-05-11,Yes,Yes,19909.63,28162.78,2110420.95
2026-03-16,Mar-2026,SKU-115,Connector Set 1,Standard Components,South,Deccan Industries,SUP-B,Bharat Industrial,174,158,241,202,44,11,197,197,2026-03-26,2026-03-26,Yes,No,9926.26,12573.62,2005104.61
2026-05-31,May-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,North,Apex Engineering,SUP-D,Delta Engineering,44,36,47,37,13,21,54,54,2026-06-09,2026-06-09,Yes,No,172931.21,225264.74,6398454.6
2026-06-02,Jun-2026,SKU-118,CNC Control Unit 2,Premium Equipment,Central,Narmada Systems,SUP-H,Horizon Parts,60,61,97,87,23,19,51,51,2026-06-08,2026-06-08,Yes,No,82811.53,126238.39,7204602.75
2026-03-19,Mar-2026,SKU-101,Servo Controller 1,Critical Components,North,NorthStar Automation,SUP-B,Bharat Industrial,94,78,89,71,24,23,92,92,2026-03-29,2026-03-29,Yes,Yes,27054.71,41896.82,1920884.37
2026-01-09,Jan-2026,SKU-101,Servo Controller 1,Critical Components,South,Southern Automation,SUP-D,Delta Engineering,143,122,154,127,39,22,139,139,2026-01-20,2026-01-31,No,No,26304.4,34581.49,3340658.98
2026-08-14,Aug-2026,SKU-126,Filter Cartridge 2,Consumables,North,Apex Engineering,SUP-A,Alpha Components,172,188,401,373,94,19,165,165,2026-08-22,2026-08-22,Yes,No,4304.5,5501.18,1605577.29
2026-08-24,Aug-2026,SKU-109,Bearing Assembly 1,Standard Components,East,Prime Industrial,SUP-B,Bharat Industrial,133,139,184,155,38,16,157,157,2026-08-29,2026-08-29,Yes,No,11141.45,16869.24,1726924.15
2026-08-26,Aug-2026,SKU-117,CNC Control Unit 1,Premium Equipment,South,Deccan Industries,SUP-E,Everest Components,35,27,38,31,10,20,39,39,2026-09-04,2026-09-04,Yes,No,66014.07,88509.28,2046436.28
2026-07-08,Jul-2026,SKU-114,Valve Kit 2,Standard Components,Central,CoreTech Manufacturing,SUP-H,Horizon Parts,173,159,268,235,44,13,168,168,2026-07-19,2026-07-19,Yes,No,6155.28,9187.35,1446490.49
2026-06-25,Jun-2026,SKU-112,Drive Belt 2,Standard Components,South,Deccan Industries,SUP-G,Global Motion,193,163,244,204,45,16,208,204,2026-07-04,2026-07-14,No,No,12664.55,17584.86,2583568.72
2026-08-09,Aug-2026,SKU-118,CNC Control Unit 2,Premium Equipment,West,Vertex Engineering,SUP-H,Horizon Parts,46,46,75,66,17,18,49,49,2026-08-14,2026-08-14,Yes,No,92913.51,143814.24,6132291.54
2026-02-11,Feb-2026,SKU-109,Bearing Assembly 1,Standard Components,North,Horizon Machines,SUP-D,Delta Engineering,162,177,268,236,49,19,187,187,2026-02-17,2026-02-17,Yes,No,9827.78,14426.19,2319355.95
2026-02-15,Feb-2026,SKU-123,Smart Drive 1,Premium Equipment,South,Southern Automation,SUP-A,Alpha Components,77,74,129,115,28,15,72,72,2026-02-21,2026-02-21,Yes,No,123337.75,156445.06,14183840.95
2026-03-09,Mar-2026,SKU-101,Servo Controller 1,Critical Components,West,Metro Automation,SUP-C,Crest Global,127,129,114,86,41,27,149,144,2026-03-18,2026-03-25,No,Yes,43231.5,53003.31,3717908.66
2026-08-09,Aug-2026,SKU-107,Power Module 1,Critical Components,West,Western Manufacturing,SUP-B,Bharat Industrial,128,134,169,144,42,16,135,135,2026-08-16,2026-08-16,Yes,No,19377.46,29722.12,2790353.82
2026-04-23,Apr-2026,SKU-101,Servo Controller 1,Critical Components,West,Gujarat Process Systems,SUP-C,Crest Global,153,147,143,114,47,29,146,146,2026-04-28,2026-05-02,No,Yes,22936.62,34888.86,2614775.24
2026-01-17,Jan-2026,SKU-106,Industrial Sensor 2,Critical Components,North,Horizon Machines,SUP-A,Alpha Components,134,116,109,85,37,23,130,122,2026-01-23,2026-01-23,No,Yes,39931.83,50099.98,3394205.91
2026-06-15,Jun-2026,SKU-125,Filter Cartridge 1,Consumables,Central,Vindhya Engineering,SUP-F,Fusion Tech,200,185,381,337,92,21,222,222,2026-06-24,2026-06-24,Yes,No,2513.9,3074.77,847182.72
2026-02-04,Feb-2026,SKU-105,Industrial Sensor 1,Critical Components,North,NorthStar Automation,SUP-C,Crest Global,109,99,120,94,31,31,134,131,2026-02-16,2026-02-17,No,No,40168.67,52010.81,3775855.09
2026-02-02,Feb-2026,SKU-127,Lubrication Kit 1,Consumables,North,Apex Engineering,SUP-B,Bharat Industrial,244,231,474,423,115,20,258,258,2026-02-14,2026-02-14,Yes,No,989.5,1493.98,418556.97
2026-05-28,May-2026,SKU-107,Power Module 1,Critical Components,Central,Central Industrial Works,SUP-B,Bharat Industrial,116,101,82,57,32,17,128,128,2026-06-02,2026-06-02,Yes,Yes,48612.6,61472.31,2770918.01
2026-08-17,Aug-2026,SKU-126,Filter Cartridge 2,Consumables,Central,Vindhya Engineering,SUP-B,Bharat Industrial,190,209,437,403,104,22,204,204,2026-08-29,2026-08-29,Yes,No,4006.53,5359.32,1614631.28
2026-04-26,Apr-2026,SKU-108,Power Module 2,Critical Components,South,TechFab Systems,SUP-E,Everest Components,175,133,145,112,42,17,172,169,2026-05-03,2026-05-03,No,Yes,18207.36,28096.58,2039223.82
2026-08-01,Aug-2026,SKU-117,CNC Control Unit 1,Premium Equipment,Central,Vindhya Engineering,SUP-E,Everest Components,62,52,52,39,19,15,66,66,2026-08-10,2026-08-10,Yes,Yes,57948.14,72745.49,2259977.31
2026-04-23,Apr-2026,SKU-105,Industrial Sensor 1,Critical Components,West,Vertex Engineering,SUP-G,Global Motion,132,115,111,83,36,21,145,140,2026-05-04,2026-05-04,No,Yes,37001.15,52644.25,3071095.8
2026-03-30,Mar-2026,SKU-115,Connector Set 1,Standard Components,South,Deccan Industries,SUP-B,Bharat Industrial,185,185,286,245,51,21,206,206,2026-04-06,2026-04-06,Yes,No,9229.89,12235.32,2261322.99
2026-03-09,Mar-2026,SKU-122,Vision Inspection Unit 2,Premium Equipment,South,Deccan Industries,SUP-C,Crest Global,56,55,90,80,20,23,52,52,2026-03-19,2026-03-27,No,No,87449.67,133783.4,6995973.32
2026-01-16,Jan-2026,SKU-130,Seal Pack 2,Consumables,North,NorthStar Automation,SUP-A,Alpha Components,275,344,734,701,172,14,282,282,2026-01-28,2026-01-28,Yes,No,2965.26,3677.44,2078643.79
2026-05-13,May-2026,SKU-130,Seal Pack 2,Consumables,North,NorthStar Automation,SUP-E,Everest Components,241,227,474,428,113,26,234,234,2026-05-25,2026-05-25,Yes,No,4976.74,6558.58,2130043.09
2026-01-23,Jan-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,East,Orion Industries,SUP-H,Horizon Parts,51,45,79,68,17,18,57,57,2026-02-03,2026-02-03,Yes,No,111358.53,166502.03,7572380.13
2026-01-16,Jan-2026,SKU-129,Seal Pack 1,Consumables,South,TechFab Systems,SUP-C,Crest Global,297,324,689,636,162,25,317,311,2026-01-24,2026-01-28,No,No,2762.57,3496.48,1756997.13
2026-06-08,Jun-2026,SKU-109,Bearing Assembly 1,Standard Components,North,NorthStar Automation,SUP-H,Horizon Parts,139,128,177,147,35,20,162,152,2026-06-19,2026-06-19,No,No,3161.65,4102.72,464761.87
2026-01-06,Jan-2026,SKU-123,Smart Drive 1,Premium Equipment,West,Gujarat Process Systems,SUP-H,Horizon Parts,59,66,122,109,25,23,77,77,2026-01-15,2026-01-15,Yes,No,147233.33,182431.68,16048433.0
2026-05-06,May-2026,SKU-130,Seal Pack 2,Consumables,East,Orion Industries,SUP-F,Fusion Tech,240,290,623,593,145,25,231,231,2026-05-15,2026-05-15,Yes,No,4735.28,6488.73,2808020.3
2026-02-26,Feb-2026,SKU-112,Drive Belt 2,Standard Components,North,Delhi Industrial Systems,SUP-C,Crest Global,194,189,289,251,52,35,207,194,2026-03-04,2026-03-06,No,No,3157.87,4418.66,792625.6
2026-02-03,Feb-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,South,Kaveri Engineering,SUP-D,Delta Engineering,66,66,113,102,25,22,56,56,2026-02-10,2026-02-10,Yes,No,179362.73,265861.38,18294998.02
2026-01-08,Jan-2026,SKU-107,Power Module 1,Critical Components,Central,CoreTech Manufacturing,SUP-B,Bharat Industrial,89,83,98,84,26,20,80,74,2026-01-13,2026-01-15,No,No,36802.92,49058.4,3091445.22
2026-01-07,Jan-2026,SKU-103,Precision Gearbox 1,Critical Components,South,Southern Automation,SUP-C,Crest Global,88,81,101,83,25,26,92,90,2026-01-19,2026-01-19,No,No,31095.94,37991.74,2580963.16
2026-03-02,Mar-2026,SKU-103,Precision Gearbox 1,Critical Components,West,Vertex Engineering,SUP-C,Crest Global,133,125,97,66,40,26,158,158,2026-03-10,2026-03-14,No,Yes,23979.37,33535.22,1582638.18
2026-01-27,Jan-2026,SKU-111,Drive Belt 1,Standard Components,Central,Central Industrial Works,SUP-G,Global Motion,177,207,327,299,57,17,194,194,2026-02-07,2026-02-07,Yes,No,9927.64,12656.23,2968364.07
2026-06-18,Jun-2026,SKU-120,Robotic Arm Module 2,Premium Equipment,South,Southern Automation,SUP-H,Horizon Parts,54,64,95,90,24,17,44,44,2026-06-29,2026-06-29,Yes,No,179214.66,268703.87,16129319.72
2026-01-10,Jan-2026,SKU-111,Drive Belt 1,Standard Components,North,Apex Engineering,SUP-B,Bharat Industrial,101,91,135,117,25,20,95,92,2026-01-19,2026-01-23,No,No,5714.17,8073.99,668557.6
2026-02-18,Feb-2026,SKU-111,Drive Belt 1,Standard Components,South,Southern Automation,SUP-D,Delta Engineering,175,177,268,235,49,21,167,167,2026-02-28,2026-03-06,No,No,13694.39,17729.58,3218182.25
2026-04-01,Apr-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,South,Deccan Industries,SUP-D,Delta Engineering,71,62,60,45,23,22,79,79,2026-04-09,2026-04-09,Yes,Yes,164393.38,213921.1,7397702.05
2026-08-28,Aug-2026,SKU-111,Drive Belt 1,Standard Components,East,Bengal Engineering,SUP-A,Alpha Components,147,143,191,161,40,11,151,151,2026-09-06,2026-09-06,Yes,No,12616.59,18520.5,2031271.63
2026-04-15,Apr-2026,SKU-121,Vision Inspection Unit 1,Premium Equipment,Central,Vindhya Engineering,SUP-A,Alpha Components,68,72,110,94,27,14,88,88,2026-04-25,2026-04-25,Yes,No,77781.54,101777.66,7311465.05
2026-01-28,Jan-2026,SKU-114,Valve Kit 2,Standard Components,Central,CoreTech Manufacturing,SUP-B,Bharat Industrial,149,143,214,185,40,13,145,145,2026-02-05,2026-02-05,Yes,No,7370.85,9360.08,1363607.3
2026-08-11,Aug-2026,SKU-126,Filter Cartridge 2,Consumables,South,Deccan Industries,SUP-C,Crest Global,172,144,311,276,72,24,176,176,2026-08-18,2026-08-18,Yes,No,1445.91,1793.16,399072.35
2026-02-16,Feb-2026,SKU-107,Power Module 1,Critical Components,North,Delhi Industrial Systems,SUP-G,Global Motion,106,99,136,116,31,20,102,102,2026-02-22,2026-02-22,Yes,No,49310.95,69781.02,5720069.98
2026-06-17,Jun-2026,SKU-109,Bearing Assembly 1,Standard Components,South,Southern Automation,SUP-F,Fusion Tech,155,141,240,205,39,26,177,177,2026-06-26,2026-06-26,Yes,No,10554.74,13504.89,2163721.23
2026-08-30,Aug-2026,SKU-101,Servo Controller 1,Critical Components,South,Kaveri Engineering,SUP-C,Crest Global,67,61,53,40,19,27,70,67,2026-09-10,2026-09-10,No,Yes,34824.52,50718.98,1392980.67
2026-06-24,Jun-2026,SKU-119,Robotic Arm Module 1,Premium Equipment,Central,CoreTech Manufacturing,SUP-A,Alpha Components,63,58,87,70,22,10,86,86,2026-07-01,2026-07-07,No,No,114728.24,146476.69,8030976.98
2026-07-13,Jul-2026,SKU-118,CNC Control Unit 2,Premium Equipment,South,Southern Automation,SUP-C,Crest Global,35,42,41,35,15,29,45,40,2026-07-24,2026-07-24,No,No,98795.38,137916.73,3457838.39
2026-04-05,Apr-2026,SKU-126,Filter Cartridge 2,Consumables,North,Horizon Machines,SUP-H,Horizon Parts,269,319,660,625,159,18,259,259,2026-04-12,2026-04-12,Yes,No,3494.97,4948.97,2184355.67
2026-07-25,Jul-2026,SKU-101,Servo Controller 1,Critical Components,East,Prime Industrial,SUP-C,Crest Global,117,88,109,85,28,29,123,121,2026-07-30,2026-08-05,No,Yes,38224.5,47130.11,3249082.75
2026-07-07,Jul-2026,SKU-115,Connector Set 1,Standard Components,East,Eastern Process Tech,SUP-B,Bharat Industrial,134,128,157,130,35,18,135,135,2026-07-16,2026-07-16,Yes,No,13420.83,19450.72,1744708.37
2026-04-22,Apr-2026,SKU-102,Servo Controller 2,Critical Components,Central,Vindhya Engineering,SUP-C,Crest Global,110,85,100,78,27,26,126,111,2026-05-03,2026-05-10,No,Yes,31224.87,38246.07,2435539.79
2026-03-29,Mar-2026,SKU-115,Connector Set 1,Standard Components,East,Bengal Engineering,SUP-E,Everest Components,145,153,223,196,42,15,149,149,2026-04-06,2026-04-10,No,No,3818.66,4985.12,748457.6
2026-07-06,Jul-2026,SKU-106,Industrial Sensor 2,Critical Components,Central,CoreTech Manufacturing,SUP-B,Bharat Industrial,112,101,142,118,32,14,120,120,2026-07-14,2026-07-14,Yes,No,39804.33,61053.37,4696911.48
2026-08-21,Aug-2026,SKU-103,Precision Gearbox 1,Critical Components,South,Southern Automation,SUP-F,Fusion Tech,87,71,69,50,22,26,104,97,2026-08-31,2026-08-31,No,Yes,43872.51,62496.77,2193625.68
2026-05-29,May-2026,SKU-113,Valve Kit 1,Standard Components,North,Delhi Industrial Systems,SUP-A,Alpha Components,191,178,270,233,49,19,185,185,2026-06-05,2026-06-05,Yes,No,11480.41,15478.78,2674934.4
2026-03-11,Mar-2026,SKU-129,Seal Pack 1,Consumables,East,Eastern Process Tech,SUP-C,Crest Global,219,253,522,492,126,22,233,208,2026-03-16,2026-03-16,No,No,4118.66,5110.69,2026380.58
2026-01-08,Jan-2026,SKU-101,Servo Controller 1,Critical Components,East,Bengal Engineering,SUP-C,Crest Global,85,89,100,84,28,19,86,86,2026-01-17,2026-01-17,Yes,No,54670.8,80788.91,4592347.53
2026-05-07,May-2026,SKU-105,Industrial Sensor 1,Critical Components,South,Kaveri Engineering,SUP-A,Alpha Components,85,74,83,66,23,14,89,89,2026-05-16,2026-05-16,Yes,Yes,39480.71,54047.23,2605727.0
2026-06-20,Jun-2026,SKU-123,Smart Drive 1,Premium Equipment,Central,CoreTech Manufacturing,SUP-G,Global Motion,60,56,61,46,21,22,75,75,2026-06-26,2026-06-26,Yes,No,119933.4,175865.52,5516936.49
2026-05-31,May-2026,SKU-103,Precision Gearbox 1,Critical Components,Central,Vindhya Engineering,SUP-C,Crest Global,129,107,111,81,34,27,152,152,2026-06-05,2026-06-16,No,Yes,57539.11,77096.8,4660667.86
2026-07-16,Jul-2026,SKU-128,Lubrication Kit 2,Consumables,North,Apex Engineering,SUP-D,Delta Engineering,199,190,384,344,95,25,202,202,2026-07-28,2026-07-28,Yes,No,4093.96,6193.87,1408323.03
2026-02-04,Feb-2026,SKU-109,Bearing Assembly 1,Standard Components,North,Delhi Industrial Systems,SUP-G,Global Motion,112,126,164,148,35,23,103,103,2026-02-16,2026-02-16,Yes,No,6284.61,8907.01,930122.8
2026-08-04,Aug-2026,SKU-103,Precision Gearbox 1,Critical Components,South,Southern Automation,SUP-D,Delta Engineering,113,115,143,116,36,21,135,135,2026-08-15,2026-08-15,Yes,No,57660.23,86402.01,6688586.34
